Gender,Age,Hours,mph,finish_all
M,33,4.8306,5.427688327,1363
M,40,4.8319,5.426128198,1365
M,44,4.8367,5.420830462,1366
M,39,4.8381,5.419274272,1367
M,35,4.8403,5.416786227,1369
M,29,4.8408,5.416164572,1370
M,53,4.8414,5.41554306,1371
M,58,4.8419,5.414921691,1373
M,42,4.8422,5.41461106,1374
M,64,4.8425,5.414300465,1375
M,29,4.8444,5.412127294,1378
M,36,4.8475,5.408715833,1382
M,32,4.8489,5.40716659,1383
M,40,4.8497,5.406237471,1388
M,55,4.8561,5.399124814,1392
M,44,4.8569,5.398198456,1393
M,36,4.8572,5.39788974,1394
M,30,4.8586,5.396346693,1395
M,38,4.8622,5.392338894,1396
M,45,4.8639,5.390491148,1397
M,34,4.8725,5.380964597,1404
M,42,4.875,5.378205128,1405
M,41,4.8778,5.375142369,1406
M,61,4.8806,5.372083096,1409
M,43,4.8833,5.369027304,1411
M,64,4.8867,5.365364939,1414
M,53,4.8933,5.358055177,1415
M,46,4.8942,5.357142857,1417
M,39,4.8944,5.35683882,1419
M,29,4.8956,5.355623014,1421
M,40,4.8958,5.355319149,1422
M,70,4.9019,5.348642829,1425
M,31,4.9156,5.333832505,1435
M,41,4.9189,5.330217981,1438
M,50,4.9272,5.321203067,1440
M,63,4.9294,5.318804238,1441
M,50,4.9314,5.316707035,1442
M,57,4.9369,5.310724132,1443
M,68,4.9383,5.30923051,1445
M,41,4.9394,5.308036216,1446
M,52,4.9453,5.301774982,1448
M,44,4.9533,5.293152759,1452
M,57,4.9542,5.292262405,1453
M,27,4.9578,5.288407665,1455
M,34,4.9611,5.284854423,1456
M,46,4.9664,5.279238212,1459
M,43,4.9708,5.274518022,1464
M,62,4.9725,5.272750126,1465
M,40,4.9753,5.269806264,1466
M,51,4.9811,5.263634843,1472
M,38,4.9819,5.262754391,1473
M,30,4.9839,5.260701148,1477
M,35,4.985,5.259528586,1478
M,33,4.9853,5.259235527,1479
M,45,4.9858,5.258649507,1480
M,45,4.9908,5.253381199,1483
M,52,4.9911,5.253088825,1484
M,52,4.9925,5.251627441,1485
M,52,4.9931,5.251043115,1486
M,45,4.9939,5.250166871,1487
M,46,4.9969,5.246956473,1490
M,45,4.9969,5.246956473,1491
M,29,4.9989,5.244915537,1492
M,40,5,5.24375,1493
M,39,5.0064,5.237058203,1500
M,44,5.0128,5.230383464,1504
M,42,5.0186,5.22430398,1505
M,31,5.0256,5.217084899,1509
M,26,5.0319,5.210460944,1513
M,26,5.0319,5.210460944,1514
M,54,5.0408,5.201272938,1516
M,50,5.0425,5.199553793,1518
M,62,5.0431,5.198980997,1519
M,35,5.0511,5.190689617,1521
M,48,5.0581,5.183563073,1527
M,52,5.0708,5.170501233,1534
M,49,5.0725,5.168802366,1535
M,34,5.0731,5.168236325,1536
M,58,5.0753,5.1659734,1537
M,28,5.0903,5.150750341,1541
M,42,5.0922,5.148783548,1542
M,45,5.1094,5.131428727,1547
M,49,5.1156,5.125298653,1549
M,58,5.1219,5.118905581,1551
M,45,5.1322,5.108654471,1553
M,56,5.135,5.105890944,1554
M,18,5.1353,5.105614756,1555
M,48,5.1389,5.102027027,1557
M,62,5.1483,5.09266753,1559
M,18,5.1483,5.09266753,1560
M,62,5.1556,5.085533405,1563
M,43,5.1608,5.080332634,1565
M,63,5.1714,5.069962937,1566
M,58,5.1783,5.063163824,1570
M,54,5.1828,5.058821953,1576
M,41,5.1911,5.050700985,1577
M,63,5.2122,5.030244084,1585
M,66,5.2144,5.028100362,1586
M,64,5.2161,5.026493769,1588
M,33,5.2208,5.021947326,1589
M,50,5.2322,5.011016139,1594
M,39,5.2333,5.009952229,1596
M,48,5.2364,5.007028805,1597
M,58,5.2369,5.00649764,1598
M,42,5.2483,4.995633534,1604
M,32,5.2519,4.992198657,1605
M,43,5.2578,4.986659975,1610
M,46,5.2578,4.986659975,1611
M,47,5.2678,4.97719363,1617
M,46,5.2725,4.972735894,1619
M,30,5.285,4.960974456,1621
M,56,5.2928,4.953684266,1625
M,31,5.2978,4.949009018,1626
M,64,5.2986,4.948230668,1628
M,44,5.3117,4.936068403,1631
M,61,5.3236,4.924993478,1637
M,58,5.3239,4.924736513,1638
M,27,5.3325,4.916783872,1641
M,42,5.3333,4.916015625,1642
M,44,5.3422,4.907835899,1645
M,50,5.3525,4.898411957,1651
M,57,5.3589,4.892572051,1653
M,37,5.3697,4.882701361,1654
M,42,5.37,4.88244879,1655
M,57,5.3786,4.87463203,1657
M,47,5.3842,4.869602229,1659
M,43,5.3875,4.866589327,1662
M,34,5.3919,4.86257792,1666
M,29,5.4047,4.851081873,1669
M,42,5.4056,4.850334018,1670
M,68,5.4167,4.840384615,1672
M,28,5.4203,4.837159842,1675
M,63,5.43,4.828499079,1678
M,54,5.4375,4.82183908,1683
M,58,5.4431,4.816917581,1687
M,34,5.4453,4.814951793,1689
M,33,5.4458,4.814460597,1691
M,60,5.4461,4.814215036,1692
M,39,5.4561,4.805391508,1693
M,41,5.47,4.793190128,1697
M,45,5.4742,4.789541787,1700
M,44,5.4767,4.787355447,1701
M,51,5.4822,4.782504054,1703
M,35,5.4842,4.780808388,1705
M,68,5.4875,4.777904328,1707
M,57,5.4881,4.777420661,1708
M,71,5.4883,4.777178864,1710
M,42,5.4919,4.774037732,1714
M,44,5.4967,4.769936325,1718
M,66,5.4981,4.76873137,1719
M,40,5.5225,4.747623359,1722
M,33,5.5308,4.740470092,1725
M,54,5.5411,4.731677361,1728
M,65,5.5444,4.728832665,1732
M,50,5.5472,4.726464697,1734
M,24,5.5561,4.71890311,1736
M,34,5.5747,4.703149135,1742
M,46,5.5961,4.685173235,1750
M,48,5.6,4.681919643,1752
M,64,5.6025,4.679830433,1754
M,65,5.6222,4.663414032,1761
M,52,5.6242,4.661801748,1762
M,46,5.6297,4.657201362,1765
M,45,5.6306,4.656512087,1767
M,24,5.6403,4.648485595,1769
M,46,5.6581,4.633879916,1772
M,31,5.6617,4.630924345,1773
M,30,5.6639,4.629107406,1774
M,36,5.665,4.62819947,1777
M,64,5.6692,4.624797883,1781
M,30,5.6822,4.614171881,1784
M,54,5.6894,4.608314618,1788
M,40,5.6983,4.60112606,1789
M,48,5.7031,4.597316253,1790
M,49,5.7031,4.597316253,1791
M,30,5.7061,4.594854445,1793
M,53,5.7183,4.585033518,1795
M,32,5.7256,4.579249951,1799
M,50,5.7372,4.569938027,1801
M,30,5.7383,4.569053151,1802
M,26,5.7403,4.567505444,1804
M,52,5.7439,4.56463391,1806
M,24,5.7494,4.56022321,1807
M,46,5.7497,4.560002899,1808
M,76,5.7603,4.551646815,1812
M,50,5.7622,4.550110875,1813
M,60,5.7644,4.548356785,1815
M,47,5.7756,4.539606579,1818
M,50,5.7764,4.538951671,1819
M,39,5.7878,4.530020157,1822
M,38,5.7897,4.528498777,1823
M,51,5.7992,4.521123725,1826
M,64,5.8031,4.518093916,1827
M,74,5.8044,4.517012825,1828
M,41,5.8047,4.516796669,1829
M,43,5.8122,4.510968266,1831
M,55,5.8208,4.504294918,1832
M,43,5.8272,4.499356469,1834
M,54,5.8319,4.495713265,1836
M,47,5.8328,4.495070959,1837
M,35,5.8411,4.48865798,1838
M,42,5.8433,4.486950941,1839
M,44,5.8469,4.484179771,1841
M,38,5.8544,4.478435187,1842
M,69,5.8558,4.47737299,1843
M,57,5.8922,4.449721856,1850
M,35,5.9019,4.442391867,1853
M,31,5.9047,4.440302018,1854
M,42,5.9239,4.425935478,1857
M,63,5.9367,4.416409321,1861
M,36,5.9428,4.411867813,1864
M,37,5.9447,4.410424747,1865
M,42,5.9592,4.399734303,1866
M,50,5.9808,4.383795458,1868
M,58,5.9814,4.383388288,1870
M,38,6.0119,4.361109828,1876
M,45,6.0358,4.343849234,1879
M,35,6.0442,4.337860196,1881
